"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72565003017","2024-01-01","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  33.5","24","  17.2","24","1021.0","24","835.2","24"," 10.0","24","  6.0","24","  8.9","999.9","  55.0"," ","  19.0"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-02","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  35.7","24","  18.8","24","1020.9","24","836.1","24"," 10.0","24","  5.1","24"," 11.1"," 15.0","  55.0"," ","  19.0"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-03","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  32.4","24","  17.3","24","1018.6","24","833.5","24"," 10.0","24","  8.9","24"," 15.0"," 22.9","  48.9"," ","  16.0"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-04","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  26.2","24","  17.0","24","1014.6","23","829.3","24","  9.7","24","  6.5","24"," 12.0","999.9","  46.9"," ","  16.0"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-05","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  28.9","24","  18.7","24","1013.0","22","828.0","24","  9.0","24","  5.3","24"," 11.1"," 17.1","  42.1"," ","  21.0"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-06","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  30.0","24","  12.4","24","1011.9","24","827.5","24"," 10.0","24","  6.8","24"," 14.0","999.9","  42.1"," ","  19.0"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-07","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  25.6","24","   5.5","24","1005.3","24","821.2","24"," 10.0","24","  7.2","24"," 11.1","999.9","  41.0"," ","  16.0"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-08","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  23.5","24","  10.7","24","1008.1","18","823.2","24","  7.9","24"," 15.0","24"," 24.1"," 35.9","  35.1"," ","  16.0"," "," 0.01","G","999.9","001000"
"72565003017","2024-01-09","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  19.9","24","   3.3","24","1012.3","24","825.2","24"," 10.0","24","  9.1","24"," 19.0"," 21.0","  43.0"," ","  -2.0"," "," 0.01","G","  1.2","000000"
"72565003017","2024-01-10","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  34.0","24","   6.7","24"," 999.0","24","817.2","24"," 10.0","24"," 15.3","24"," 27.0"," 40.0","  39.9","*","  28.0","*"," 0.00","G","999.9","000000"
"72565003017","2024-01-11","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  23.4","24","   7.2","24","1000.0","23","816.5","24","  9.8","24"," 10.7","24"," 19.0"," 28.0","  39.9"," ","  12.9"," "," 0.00","G","999.9","001000"
"72565003017","2024-01-12","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  16.9","24","  -1.7","24","1008.9","24","821.7","24"," 10.0","24"," 12.8","24"," 26.0"," 38.1","  34.0"," ","  -0.9"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-13","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","   0.1","24","  -9.4","24","1017.2","17","824.5","24","  6.6","24"," 10.2","24"," 22.0"," 32.1","  30.0","*"," -11.9","*"," 0.08","G","999.9","001000"
"72565003017","2024-01-14","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  -5.8","24"," -13.8","24","1022.6","21","827.8","24","  9.6","24","  4.2","24","  7.0","999.9","   6.1"," "," -13.0"," "," 0.01","G","  1.2","001000"
"72565003017","2024-01-15","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  -2.6","24","  -9.9","24","1021.8","16","830.3","24","  6.4","24","  8.2","24"," 19.0"," 27.0","   6.1"," ","  -9.9"," "," 0.00","G","999.9","001000"
"72565003017","2024-01-16","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","   4.8","24","  -8.9","24","1025.8","24","831.8","24"," 10.0","24","  8.3","24"," 19.0"," 28.0","9999.9"," "," -16.1","*"," 0.09","G","999.9","000000"
"72565003017","2024-01-17","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  31.1","24","  10.7","24","1007.7","24","823.3","24"," 10.0","24","  8.2","24"," 19.0","999.9","  46.0","*","  21.9","*"," 0.00","G","  2.0","000000"
"72565003017","2024-01-18","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  34.4","24","  18.3","24","1009.4","23","826.6","24"," 10.0","24"," 10.5","24"," 28.0"," 40.0","  48.9"," ","  19.0"," "," 0.00","G","  2.0","000000"
"72565003017","2024-01-19","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  18.1","24","   8.2","24","1029.5","22","839.7","24","  9.7","24","  7.4","24"," 14.0","999.9","  33.1","*","  10.4","*"," 0.00","G","  1.2","001000"
"72565003017","2024-01-20","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  24.9","24","  15.7","24","1021.6","24","833.8","24"," 10.0","24","  4.4","24","  8.0","999.9","  41.0"," ","  10.0"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-21","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  38.5","24","  22.6","24","1009.7","24","826.4","24"," 10.0","24","  5.4","24"," 13.0","999.9","  55.0"," ","  16.0"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-22","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  39.0","24","  25.6","24","1009.2","24","827.2","24"," 10.0","24","  5.9","24"," 11.1","999.9","  55.0"," ","  24.1"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-23","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  38.9","24","  26.2","24","1012.1","24","829.5","24"," 10.0","24","  6.9","24"," 11.1"," 15.9","  55.0"," ","  26.1"," "," 0.00","G","999.9","000000"
"72565003017","2024-01-24","39.84657","-104.65623","1647.2","DENVER INTERNATIONAL AIRPORT, CO US","  38.4","24","  25.6","24","1013.2","24","830.2","24"," 10.0","24","  6.7","24","  8.9","999.9","  53.1"," ","  26.1"," "," 0.00","G","999.9","000000"
